Id,ProductId,UserId,Text
22,B001GVISJM,AZOF9E17RGZH8,"He loves these, and apparently his staff likes them also"
22,B001GVISJM,AZOF9E17RGZH8,"There are generous amounts of Twizzlers in each 16-ounce bag, and this was well worth the price"
22,B001GVISJM,AZOF9E17RGZH8,"a href=""http://www"
22,B001GVISJM,AZOF9E17RGZH8,amazon
22,B001GVISJM,AZOF9E17RGZH8,"com/gp/product/B001GVISJM"">Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)</a"
23,B001GVISJM,ARYVQL4N737A1,I can remember buying this candy as a kid and the quality hasn't dropped in all these years
23,B001GVISJM,ARYVQL4N737A1,Still a superb product you won't be disappointed with
24,B001GVISJM,AJ613OLZZUG7V,I love this candy
24,B001GVISJM,AJ613OLZZUG7V,After weight watchers I had to cut back but still have a craving for it
25,B001GVISJM,A22P2J09NJ9HKE,"I have lived out of the US for over 7 yrs now, and I so miss my Twizzlers"
25,B001GVISJM,A22P2J09NJ9HKE,"When I go back to visit or someone visits me, I always stock up"
25,B001GVISJM,A22P2J09NJ9HKE,All I can say is YUM
25,B001GVISJM,A22P2J09NJ9HKE,"Sell these in Mexico and you will have a faithful buyer, more often than I'm able to buy them right now"
26,B001GVISJM,A3FONPR03H3PJS,Product received is as advertised
26,B001GVISJM,A3FONPR03H3PJS,"a href=""http://www"
26,B001GVISJM,A3FONPR03H3PJS,amazon
26,B001GVISJM,A3FONPR03H3PJS,"com/gp/product/B001GVISJM"">Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)</a"
27,B001GVISJM,A3RXAU2N8KV45G,"The candy is just red , No flavo"
27,B001GVISJM,A3RXAU2N8KV45G,Just  plan and chewy
27,B001GVISJM,A3RXAU2N8KV45G,I would never buy them again
28,B001GVISJM,AAAS38B98HMIK,I was so glad Amazon carried these batteries
28,B001GVISJM,AAAS38B98HMIK,I have a hard time finding them elsewhere because they are such a unique size
28,B001GVISJM,AAAS38B98HMIK,I need them for my garage door opene
28,B001GVISJM,AAAS38B98HMIK,Great deal for the price
29,B00144C10S,A2F4LZVGFLD1OB,"I got this for my Mum who is not diabetic but needs to watch her sugar intake, and my father who simply chooses to limit unnecessary sugar intake - she's the one with the sweet tooth - they both LOVED these toffees, you would never guess that they're sugar-free and it's so great that you can eat them pretty much guilt free"
29,B00144C10S,A2F4LZVGFLD1OB,i was so impressed that i've ordered some for myself (w dark chocolate) to take to the office so i'll eat them instead of snacking on sugary sweets
29,B00144C10S,A2F4LZVGFLD1OB,These are just EXCELLENT
30,B0001PB9FY,A3HDKO7OW0QNK4,"I don't know if it's the cactus or the tequila or just the unique combination of ingredients, but the flavour of this hot sauce makes it one of a kind"
30,B0001PB9FY,A3HDKO7OW0QNK4,We picked up a bottle once on a trip we were on and brought it back home with us and were totally blown away
30,B0001PB9FY,A3HDKO7OW0QNK4,When we realized that we simply couldn't find it anywhere in our city we were bummed
30,B0001PB9FY,A3HDKO7OW0QNK4,"Now, because of the magic of the internet, we have a case of the sauce and are ecstatic because of it"
30,B0001PB9FY,A3HDKO7OW0QNK4,If you love hot sauce
30,B0001PB9FY,A3HDKO7OW0QNK4,"I mean really love hot sauce, but don't want a sauce that tastelessly burns your throat, grab a bottle of Tequila Picante Gourmet de Inclan"
30,B0001PB9FY,A3HDKO7OW0QNK4,"Just realize that once you taste it, you will never want to use any other sauce"
30,B0001PB9FY,A3HDKO7OW0QNK4,"Thank you for the personal, incredible service"
31,B003F6UO7K,AFM0O9480F04W,I have never been a huge coffee fan
31,B003F6UO7K,AFM0O9480F04W,"However, my mother purchased this little machine and talked me into trying the Latte Macciato"
31,B003F6UO7K,AFM0O9480F04W,"No Coffee Shop has a better one and I like most of the other products, too (as a usually non-coffee drinke"
31,B003F6UO7K,AFM0O9480F04W,)
31,B003F6UO7K,AFM0O9480F04W,The little Dolche Guesto Machine is super easy to use and prepares a really good Coffee/Latte/Cappuccino/etc in less than a minute (if water is heated up)
31,B003F6UO7K,AFM0O9480F04W,I would recommend the Dolce Gusto to anyone
31,B003F6UO7K,AFM0O9480F04W,Too good for the price and I'am getting one myself
31,B003F6UO7K,AFM0O9480F04W,:)
32,B003F6UO7K,A31OQO709M20Y7,"This offer is a great price and a great taste, thanks Amazon for selling this product"
32,B003F6UO7K,A31OQO709M20Y7,Staral
33,B001EO5QW8,AOVROBZ8BNTP7,McCann's Instant Oatmeal is great if you must have your oatmeal but can only scrape together two or three minutes to prepare it
33,B001EO5QW8,AOVROBZ8BNTP7,"There is no escaping the fact, however, that even the best instant oatmeal is nowhere near as good as even a store brand of oatmeal requiring stovetop preparation"
33,B001EO5QW8,AOVROBZ8BNTP7,"Still, the McCann's is as good as it gets for instant oatmeal"
33,B001EO5QW8,AOVROBZ8BNTP7,"It's even better than the organic, all-natural brands I have tried"
33,B001EO5QW8,AOVROBZ8BNTP7,All the varieties in the McCann's variety pack taste good
33,B001EO5QW8,AOVROBZ8BNTP7,It can be prepared in the microwave or by adding boiling water so it is convenient in the extreme when time is an issue
33,B001EO5QW8,AOVROBZ8BNTP7,McCann's use of actual cane sugar instead of high fructose corn syrup helped me decide to buy this product
33,B001EO5QW8,AOVROBZ8BNTP7,Real sugar tastes better and is not as harmful as the other stuff
33,B001EO5QW8,AOVROBZ8BNTP7,"One thing I do not like, though, is McCann's use of thickeners"
33,B001EO5QW8,AOVROBZ8BNTP7,"Oats plus water plus heat should make a creamy, tasty oatmeal without the need for guar gum"
33,B001EO5QW8,AOVROBZ8BNTP7,But this is a convenience product
33,B001EO5QW8,AOVROBZ8BNTP7,"Maybe the guar gum is why, after sitting in the bowl a while, the instant McCann's becomes too thick and gluey"
34,B001EO5QW8,A3PMM0NFVEJGK9,This is a good instant oatmeal from the best oatmeal brand
34,B001EO5QW8,A3PMM0NFVEJGK9,"It uses cane sugar instead of high fructouse corn syrup, so not only does it have a better sweetness, but some doctors now say that this form of sugar is better for you"
34,B001EO5QW8,A3PMM0NFVEJGK9,Great on a cold morning when you don't have time to make McCann's Steel Cut Oats
34,B001EO5QW8,A3PMM0NFVEJGK9,The apple cinnamon is the best but the maple and brown sugar or the regular are good too
34,B001EO5QW8,A3PMM0NFVEJGK9,Plus they don't require doctoring to actually tell the three flavors apart
35,B001EO5QW8,A2EB6OGOWCRU5H,Instant oatmeal can become soggy the minute the water hits the bowl
35,B001EO5QW8,A2EB6OGOWCRU5H,"McCann's Instant Oatmeal holds its texture, has excellent flavor, and is good for you all at the same time"
35,B001EO5QW8,A2EB6OGOWCRU5H,"McCann's regular oat meal is excellent, too, but may take a bit longer to prepare than most have time for in the morning"
35,B001EO5QW8,A2EB6OGOWCRU5H,"This is the best instant brand I've ever eaten, and a very close second to the non-instant variety"
35,B001EO5QW8,A2EB6OGOWCRU5H,"McCann's Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)"
36,B001EO5QW8,A2CI0RLADCRKPF,"McCann's Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)<br /><br />I'm a fan of the McCann's steel-cut oats, so I thought I'd give the instant variety a try"
36,B001EO5QW8,A2CI0RLADCRKPF,"I found it to be a hardy meal, not too sweet, and great for folks like me (post-bariatric surgery) who need food that is palatable, easily digestible, with fiber but won't make you bloat"
37,B001EO5QW8,A1MYS9LFFBIYKM,For those of us with celiac disease this product is a lifesaver and what could be better than getting it at almost half the price of the grocery or health food store
37,B001EO5QW8,A1MYS9LFFBIYKM,I love McCann's instant oatmeal - all flavors
37,B001EO5QW8,A1MYS9LFFBIYKM,"Thanks,<br />Abby"
38,B001EO5QW8,A3MGP2E1ZZ6GRB,What else do you need to know
38,B001EO5QW8,A3MGP2E1ZZ6GRB,"Oatmeal, instant (make it with a half cup of low-fat milk and add raisins;nuke for 90 seconds)"
38,B001EO5QW8,A3MGP2E1ZZ6GRB,More expensive than Kroger store brand oatmeal and maybe a little tastier or better texture or something
38,B001EO5QW8,A3MGP2E1ZZ6GRB,It's still just oatmeal
38,B001EO5QW8,A3MGP2E1ZZ6GRB,"Mmm, convenient"
39,B001EO5QW8,A2GHZ2UTV2B0CD,"I WAS VISITING MY FRIEND NATE THE OTHER MORNING FOR COFFEE , HE CAME OUT OF HIS STORAGE ROOM WITH ( A PACKET OF McCANNS INSTANT IRISH OATMEAL"
39,B001EO5QW8,A2GHZ2UTV2B0CD,") HE SUGGESTED THAT I TRY IT FOR MY OWN USE ,IN MY STASH"
39,B001EO5QW8,A2GHZ2UTV2B0CD,"SOMETIMES NATE DOSE NOT GIVE YOU A CHANCE TO SAY NO , SO I ENDED UP TRYING THE APPLE AND CINN"
39,B001EO5QW8,A2GHZ2UTV2B0CD,FOUND IT TO BE VERY TASTEFULL WHEN MADE WITH WATER OR POWDERED MILK
39,B001EO5QW8,A2GHZ2UTV2B0CD,IT GOES GOOD WITH O
39,B001EO5QW8,A2GHZ2UTV2B0CD,J
39,B001EO5QW8,A2GHZ2UTV2B0CD,AND COFFEE AND A SLICE OF TOAST AND YOUR READY TO TAKE ON THE WORLD
39,B001EO5QW8,A2GHZ2UTV2B0CD,OR THE DAY AT LEAST
39,B001EO5QW8,A2GHZ2UTV2B0CD,JERRY REITH
40,B001EO5QW8,AO80AC8313NIZ,I ordered this for my wife as it was reccomended by our daughte
40,B001EO5QW8,AO80AC8313NIZ,She has this almost every morning and likes all flavors
40,B001EO5QW8,AO80AC8313NIZ,"She's happy, I'm happy"
40,B001EO5QW8,AO80AC8313NIZ,"a href=""http://www"
40,B001EO5QW8,AO80AC8313NIZ,amazon
40,B001EO5QW8,AO80AC8313NIZ,"com/gp/product/B001EO5QW8"">McCANN'S Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)</a"
41,B001EO5QW8,AQCY5KRO7489S,The variety packs taste great
41,B001EO5QW8,AQCY5KRO7489S,I have them every morning
41,B001EO5QW8,AQCY5KRO7489S,At $0
41,B001EO5QW8,AQCY5KRO7489S,"30 cents per meal, I don't understand why everyone on earth isn't buying this stuff up"
41,B001EO5QW8,AQCY5KRO7489S,"Maple and brown sugar is terrific, followed by apples and cinnamon, followed by regula"
41,B001EO5QW8,AQCY5KRO7489S,"You don't get tired of the same ole thing, and they taste great"
41,B001EO5QW8,AQCY5KRO7489S,"I just boil water from a small pot, empty the packet or 2 in a bowl, pour in boiling water, and watch it expand to 2x its size"
41,B001EO5QW8,AQCY5KRO7489S,Taste really good and takes minutes to prepare
41,B001EO5QW8,AQCY5KRO7489S,Not sure why everyone on earth isn't this
41,B001EO5QW8,AQCY5KRO7489S,"Convenient, healthy, very quick, excellent quality, and extremely cheap"
42,B001EO5QW8,A1WK4ALVZDYPUE,"McCann's makes oatmeal for every oatmeal connoisseur, whether one likes it from the raw pellet state that cooks for half an hour, to the sloth addled instant, which can be done in the microwave for under three minutes"
42,B001EO5QW8,A1WK4ALVZDYPUE,"It's all good, that's for sure, and the beauty of the instant variety is that it is available in different flavors as well as regula"
42,B001EO5QW8,A1WK4ALVZDYPUE,"This variety pack allows different tastes to be explored, as well as giving you a chance to experience the difference between McCann's and other well-known oatmeals"
42,B001EO5QW8,A1WK4ALVZDYPUE,What I personally like about McCann's is that it cooks up thicker and with more body than the top brand here in America
42,B001EO5QW8,A1WK4ALVZDYPUE,"The Apples & Cinnamon, though, tends to be a little liquidy so you may want to experiment with the amount of water you add"
42,B001EO5QW8,A1WK4ALVZDYPUE,"In my 1300watt microwave the oatmeal cooks up in about one minute and twenty-seven seconds, so you should also watch that to get a handle on how much time and water to use"
42,B001EO5QW8,A1WK4ALVZDYPUE,The only bad thing -- if you can consider it a bad thing -- about this offering is that you have to buy in lot so you'll end up with six ten-count boxes
42,B001EO5QW8,A1WK4ALVZDYPUE,"This is good if you have a whole family of oatmeal-eaters, but if you're a single person alone -- well, love oatmeal"
43,B001EO5QW8,A16XFOYQSJREL7,I have McCann's Oatmeal every morning and by ordering it from Amazon I am able to save almost $3
43,B001EO5QW8,A16XFOYQSJREL7,00 per box
43,B001EO5QW8,A16XFOYQSJREL7,It is a great product
43,B001EO5QW8,A16XFOYQSJREL7,Tastes great and very healthy
44,B001EO5QW8,A17DW6SUOC70DJ,McCann's Oatmeal is a good quality choice
44,B001EO5QW8,A17DW6SUOC70DJ,"Our favorite is the Apples and Cinnamon, but we find that none of these are overly sugary"
44,B001EO5QW8,A17DW6SUOC70DJ,"For a good hot breakfast in 2 minutes, this is excellent"
45,B001EO5QW8,A2G7B7FKP2O2PU,We really like the McCann's steel cut oats but find we don't cook it up too often
45,B001EO5QW8,A2G7B7FKP2O2PU,This tastes much better to me than the grocery store brands and is just as convenient
45,B001EO5QW8,A2G7B7FKP2O2PU,Anything that keeps me eating oatmeal regularly is a good thing
46,B001EO5QW8,A39Z97950MCTQE,"This seems a little more wholesome than some of the supermarket brands, but it is somewhat mushy and doesn't have quite as much flavor eithe"
46,B001EO5QW8,A39Z97950MCTQE,"It didn't pass muster with my kids, so I probably won't buy it again"
47,B001EO5QW8,AQLL2R1PPR46X,Good oatmeal
47,B001EO5QW8,AQLL2R1PPR46X,I like the apple cinnamon the best
47,B001EO5QW8,AQLL2R1PPR46X,Though I wouldn't follow the directions on the package since it always comes out too soupy for my taste
47,B001EO5QW8,AQLL2R1PPR46X,That could just be me since I like my oatmeal really thick to add some milk on top of
48,B001EO5QW8,A26AY1TFK8BQXQ,The flavors are good
48,B001EO5QW8,A26AY1TFK8BQXQ,"However, I do not see any differce between this and Oaker Oats brand - they are both mushy"
49,B001EO5QW8,ALOR97KTZTK1P,I really like the Maple and Brown Sugar flavo
49,B001EO5QW8,ALOR97KTZTK1P,The regular is fine with brown sugar added
49,B001EO5QW8,ALOR97KTZTK1P,The Apples and Cinnamon flavor is OK
49,B001EO5QW8,ALOR97KTZTK1P,"This is a very quick, easy and satisfying breakfast and I'll order this brand again, but not the variety"
49,B001EO5QW8,ALOR97KTZTK1P,I'll get all Maple and Brown Suga
50,B001EO5QW8,A276999Y6VRSCQ,This is the same stuff you can buy at the big box stores
50,B001EO5QW8,A276999Y6VRSCQ,There is nothing healthy about it
50,B001EO5QW8,A276999Y6VRSCQ,It is just carbs and sugars
50,B001EO5QW8,A276999Y6VRSCQ,Save your money and get something that at least has some taste
51,B001EO5QW8,A108P30XVUFKXY,This oatmeal is not good
51,B001EO5QW8,A108P30XVUFKXY,"Its mushy, soft, I don't like it"
51,B001EO5QW8,A108P30XVUFKXY,Quaker Oats is the way to go
52,B000G6RPMY,A3S5KJDA6ED2PS,"Got a free package of these with a bottle of bloody mary mix I bought from the seller, and the advertising worked"
52,B000G6RPMY,A3S5KJDA6ED2PS,"lol,  I tried them, and shared them with 2 buddies, and we all loved them"
52,B000G6RPMY,A3S5KJDA6ED2PS,"So im here to buy more, and noticed there were no reviews yet,"
52,B000G6RPMY,A3S5KJDA6ED2PS,well now there is
52,B000G6RPMY,A3S5KJDA6ED2PS,"They are Hot,  but not ""burn your mouth forever hot""  its a nice temp"
52,B000G6RPMY,A3S5KJDA6ED2PS,Perfect for us
53,B000G6RPMY,A9L6L5H9BPEBO,This wasn't in stock the last time I looked
53,B000G6RPMY,A9L6L5H9BPEBO,"I had to go to the Vermont Country Store in Weston to find it along with a jaw harp, Cranberry Horseradish Sauce, Fartless Black Bean Salsa, Apple Cider Jelly, Newton's Cradle Art in Motion and the staple Vermont Maple Syrup"
53,B000G6RPMY,A9L6L5H9BPEBO,Back to the Ass Kickin Peanuts
53,B000G6RPMY,A9L6L5H9BPEBO,They are hot
53,B000G6RPMY,A9L6L5H9BPEBO,They will activate the perspiration glands behind your ears and under your arms
53,B000G6RPMY,A9L6L5H9BPEBO,"It requires a beverage as advertised, a glass of very cold milk, and a box of Kleenex since it will make your nose run"
53,B000G6RPMY,A9L6L5H9BPEBO,They look like ordinary peanuts which is already giving me ideas for work
53,B000G6RPMY,A9L6L5H9BPEBO,"I suspect that some people have been hitting my goodies in my absence, especially my colleague Greg"
53,B000G6RPMY,A9L6L5H9BPEBO,"I'm going to take this to work at earliest opportunity and empty the contents of this can into an ordinary Planters Peanuts can, and then see whose crying or whose nose is running when I return"
53,B000G6RPMY,A9L6L5H9BPEBO,The can should be shaken to ensure the spices are evenly distributed
53,B000G6RPMY,A9L6L5H9BPEBO,It is important to wash your hands after consumption and not touch the eyes
53,B000G6RPMY,A9L6L5H9BPEBO,You'll go nuts over these Ass-Kickin' Peanuts
53,B000G6RPMY,A9L6L5H9BPEBO,P
53,B000G6RPMY,A9L6L5H9BPEBO,S
53,B000G6RPMY,A9L6L5H9BPEBO,"I'm not sharing the peanuts, not deliberately, and I'll probably give Greg the jaw harp for Christmas"
53,B000G6RPMY,A9L6L5H9BPEBO,He'll be so insulted
54,B000G6RPMY,AQ9DWWYP2KJCQ,we're used to spicy foods down here in south texas and these are not at all spicy
54,B000G6RPMY,AQ9DWWYP2KJCQ,doubt very much habanero is used at all
54,B000G6RPMY,AQ9DWWYP2KJCQ,could take it up a notch or two
55,B002GWHC0G,A1ND7WC5LXOU48,"I roast at home with a stove-top popcorn popper (but I do it outside, of course)"
55,B002GWHC0G,A1ND7WC5LXOU48,These beans (Coffee Bean Direct Green Mexican Altura) seem to be well-suited for this method
55,B002GWHC0G,A1ND7WC5LXOU48,"The first and second cracks are distinct, and I've roasted the beans from medium to slightly dark with great results every time"
55,B002GWHC0G,A1ND7WC5LXOU48,The aroma is strong and persistent
55,B002GWHC0G,A1ND7WC5LXOU48,"The taste is smooth, velvety, yet lively"
56,B002GWHC0G,A2EFAW1P3DRXWO,We roast these in a large cast iron pan on the grill (about 1/3 of the bag at a time)
56,B002GWHC0G,A2EFAW1P3DRXWO,The smell is wonderful and the roasted beans taste delicious too
56,B002GWHC0G,A2EFAW1P3DRXWO,"More importantly, the coffee is smooth; no bitter aftertaste"
56,B002GWHC0G,A2EFAW1P3DRXWO,"On numerous occasions, we've had to send the roasted beans home with friends because they like it so much"
57,B004N5KULM,A202WR509428VF,Deal was awesome
57,B004N5KULM,A202WR509428VF,Arrived before Halloween as indicated and was enough to satisfy trick or treaters
57,B004N5KULM,A202WR509428VF,I love the quality of this product and it was much less expensive than the local store's candy
58,B004N5KULM,ASCNNAJU6SXF8,"It is chocolate, what can I say"
58,B004N5KULM,ASCNNAJU6SXF8,Great variety of everything our family loves
58,B004N5KULM,ASCNNAJU6SXF8,With a family of six it goes fast here
58,B004N5KULM,ASCNNAJU6SXF8,Perfect variety
58,B004N5KULM,ASCNNAJU6SXF8,"Kit Kat, Reeses, take five and more"
59,B004N5KULM,A2A7KXM9B4XW90,"Great product, nice combination of chocolates and perfect size"
59,B004N5KULM,A2A7KXM9B4XW90,"The bags had plenty, and they were shipped promptly"
59,B004N5KULM,A2A7KXM9B4XW90,The kids in the neighborhood liked our candies
60,B004N5KULM,A2QOGOXPOVKAJG,"Halloween is over but, I sent a bag to my daughters class for her share"
60,B004N5KULM,A2QOGOXPOVKAJG,The chocolate was fresh and enjoyed by many
61,B004N5KULM,A1ZR8O62VSU4OK,Watch your prices with this
